100003.71,0.039830785,0.061673064
89129.305,0.040132903,0.053582646
79433.273,0.04059625,0.046451885
70794.984,0.041011419,0.039959699
63093.828,0.041573018,0.034179758
56237.012,0.042249147,0.028972052
50122.477,0.043079827,0.024394162
44666.715,0.043913048,0.020107687
39814.063,0.044626851,0.016360804
35481,0.045155086,0.01288739
31621.143,0.045863871,0.009658616
28188.094,0.046532929,0.006426876
25116.906,0.04728473,0.003575364
22389.031,0.048108947,0.000863406
19948.781,0.048987828,-0.001935063
17786.891,0.049996473,-0.004447758
15847.683,0.050987806,-0.006788058
14121.883,0.05215307,-0.009071816
12590.93,0.053461801,-0.011303635
11217.713,0.054792173,-0.01337216
10002.226,0.056164648,-0.015376311
8916.6387,0.057733461,-0.017283021
7942.4009,0.059273392,-0.019071877
7079.4971,0.060739607,-0.021094741
6309.3828,0.062594689,-0.022967968
5622.7744,0.064415604,-0.024628716
5010.3887,0.066399634,-0.026507994
4465.5278,0.068345822,-0.028266752
3979.6606,0.070631482,-0.030144289
3548.0037,0.072798841,-0.031996727
3163.0769,0.075047851,-0.033885326
2817.5339,0.077723257,-0.035814449
2512.4104,0.080397986,-0.037663829
2249.2781,0.083136223,-0.03964195
1995.6381,0.086273126,-0.041522812
1778.2897,0.089158289,-0.043460641
1584.4927,0.09243682,-0.04557487
1412.7418,0.09590295,-0.047447976
1258.7905,0.099640958,-0.049388494
1121.7966,0.10338623,-0.051408198
999.68164,0.10718341,-0.053527407
891.42474,0.11139423,-0.055361208
794.23932,0.11574855,-0.057425819
707.96161,0.12030543,-0.059638716
631.00977,0.1248184,-0.06129393
562.33929,0.13000175,-0.063349389
501.12231,0.13518372,-0.06484817
446.57214,0.14052655,-0.066516057
398.08899,0.14620538,-0.06806419
354.88681,0.15184467,-0.069537915
316.31589,0.15763624,-0.070684485
281.8942,0.16398379,-0.071818188
251.20601,0.1703067,-0.072351873
223.92496,0.17669415,-0.073089652
199.55338,0.18292066,-0.073026918
177.78128,0.19007616,-0.072841704
158.52898,0.19618052,-0.072343476
141.21979,0.20259427,-0.071616657
125.92673,0.20906197,-0.070410654
112.19009,0.21555397,-0.069335289
99.968163,0.22148198,-0.067525335
89.115646,0.2275839,-0.06563773
79.415741,0.23303972,-0.063367195
70.793182,0.23830661,-0.061314482
63.082279,0.24343204,-0.058634724
56.241825,0.24807586,-0.05615649
50.112232,0.2522189,-0.053413317
44.671223,0.25622997,-0.050358362
39.808899,0.25987336,-0.047871497
35.488308,0.26341051,-0.044942129
31.629578,0.26660532,-0.042075884
28.187037,0.26938117,-0.039685667
25.120602,0.27162126,-0.037135456
22.385418,0.27353755,-0.034609556
19.955338,0.27598292,-0.032094792
17.775894,0.27788636,-0.03015871
15.846864,0.2791934,-0.027875105
14.127493,0.28077507,-0.026045043
12.587309,0.28189313,-0.024093108
11.216775,0.28345191,-0.022130869
9.9968166,0.28424478,-0.020948043
8.9082127,0.28534472,-0.019621089
7.9395623,0.28620651,-0.01791162
7.0765615,0.28706202,-0.017279616
6.3105822,0.2877591,-0.015804738
5.6245475,0.28812957,-0.015175618
5.0128326,0.28906041,-0.014316291
4.4642835,0.2895799,-0.013671514
3.9819033,0.29019493,-0.013163264
3.5471022,0.2905179,-0.01246039
3.1629577,0.2909784,-0.012191094
2.818361,0.29147002,-0.012011975
2.5108457,0.29209855,-0.011515273
2.2398233,0.29263285,-0.011371639
1.9955337,0.29302394,-0.011202756
1.7775893,0.2937254,-0.01115839
1.5853271,0.29427874,-0.011154889
1.4123619,0.29464793,-0.011176834
1.2582541,0.29524565,-0.011335351
1.1224822,0.29588407,-0.011516138
1.0000616,0.29626185,-0.011818487
0.89082122,0.29690537,-0.012137059
0.79455972,0.29749137,-0.012601811
0.70784986,0.29821122,-0.013007831
0.63090551,0.29881525,-0.013729336
0.562536,0.29942524,-0.014170313
0.50094575,0.30016652,-0.014990672
0.44677332,0.3009018,-0.015750416
0.39821118,0.30185506,-0.016467052
0.35475865,0.30263555,-0.017445011
0.31619295,0.3036398,-0.018397612
0.28181076,0.30454171,-0.019455003
0.25122166,0.305677,-0.020581504
0.22391155,0.306786,-0.021755338
0.19957349,0.30784225,-0.023047773
0.17779917,0.30930811,-0.024308259
0.15841872,0.3106257,-0.025855649
0.14132112,0.31216919,-0.027368682
0.12593865,0.3138634,-0.029095264
0.11220053,0.31565136,-0.030828847
0.099951774,0.31728214,-0.032984618
0.079455227,0.32058737,-0.03689336
0.063119084,0.32465836,-0.041601531
0.050094575,0.32939991,-0.047198281
0.039821938,0.33441618,-0.053741075
0.031629652,0.34047371,-0.060831044
0.025115162,0.34701923,-0.068992876
0.019951537,0.35465908,-0.079064518
0.015841872,0.36142847,-0.091253772
0.012583137,0.36921597,-0.10544031
0.010003746,0.37882927,-0.12183774
0.007947311,0.39046517,-0.1429345
0.006311908,0.40444669,-0.1688066
0.005012699,0.42162198,-0.1975866
0.003982194,0.44474447,-0.23024431
0.003162943,0.47306633,-0.26904798
0.002512455,0.50482655,-0.31216556
0.001995593,0.53958935,-0.3584792
0.001585119,0.58189011,-0.4072845
0.001259126,0.63317078,-0.45928201
0.001000159,0.69152516,-0.51564109
0.000794463,0.75601053,-0.57082665
0.00063104,0.82652617,-0.62419921
0.000501256,0.90658718,-0.67732537
0.000398159,0.97930831,-0.7263419
0.000316267,1.0613601,-0.79330373
0.000251222,1.1438583,-0.85921395
0.000199553,1.2363805,-0.94052899
0.00015851,1.3354363,-1.0428461
0.000125908,1.4373976,-1.1630436
0.000100013,1.5615311,-1.310598
